product_id,Avg_OEE
H29424,0.5588899936726024
H29425,0.43655208872600176
H29432,0.36309675440110223
H29434,0.36721504112808456
H29441,0.4365301756606104
H29452,0.277628951541995
H29457,0.24991303252172822
H29462,0.23029262159696942
H29466,0.2173255651516521
H29481,0.13853713853713853
H29494,0.4927769058203841
H29500,0.4582405451970669
H29522,0.395172003867656
H29525,0.3469536730406295
H29550,0.21392630088282263
H29552,0.20440370440370437
H29557,0.17150123671862802
H29560,0.1744115657159135
H29569,0.14967308445569313
H29571,0.09513831252961691
H29580,0.5364811451767973
H29581,0.4752450839407361
H29595,0.5096102487406835
H29606,0.33889377367638235
H29607,0.3952788300614388
H29610,0.3177175351088395
H29626,0.22640579162318292
H29635,0.2502198154372068
H29680,0.4259899912073825
H29682,0.5152309500135588
H29684,0.42051172485955096
H29691,0.370682783726262
H29702,0.2940117070551853
H29707,0.27071400984444466
H29712,0.37030752248143556
H29716,0.2381402381402382
H29724,0.19436615088789003
H29734,0.14435231826536177
H29742,0.11195385108428586
H29743,0.10129314477140565
H29764,0.40265257656562004
H29767,0.4562382388469345
H29776,0.39081952125430386
H29783,0.3368928368928369
H29812,0.17279547714330323
H29855,0.37583783235957147
H29857,0.38225973008581704
H29865,0.3332977246020724
H29870,0.31375400940618337
H29874,0.28221836917489096
H29884,0.24430465734813556
H29885,0.2215493085058302
H29891,0.1950208037164559
H29909,0.10390627781932132
H29921,0.48090276351145916
H29949,0.3308941352419613
H29951,0.35296470079078773
H29957,0.3275167840385232
H29968,0.232322319278841
H29978,0.2240090500960066
H29979,0.19997041736172172
H29990,0.12227490488360056
H29997,0.0999386434169043
H29998,0.07384976950194343
H30001,0.06446139054834707
H30005,0.03759460281199413
H30006,0.02969768187159494
H30008,0.4393268306311785
H30011,0.4693778606822085
H30013,0.5156801678540809
H30030,0.44565422826292395
H30032,0.3630789500354718
H30038,0.3472015645928689
H30046,0.28762541806020064
H30058,0.2598670424757381
H30062,0.20324368150455108
H30083,0.1128194171672433
H30090,0.5356320138928835
H30096,0.44415044415044413
H30102,0.5037539820148517
H30103,0.38385938385938384
H30104,0.3909099126490431
H30113,0.347135825396695
H30117,0.3362477710303797
H30130,0.2586563456128674
H30141,0.21761591326808719
H30148,0.15191917365830407
H30151,0.15342432733737085
H30162,0.10463488724358287
H30169,0.06334519377997636
H30185,0.4201474201474201
H30186,0.4557054774446079
H30197,0.43899676508372165
H30208,0.36865719474415126
H30217,0.3160973378364682
H30248,0.13874805179153007
H30252,0.12323907976081888
H30263,0.5495495495495496
H30273,0.47517112734504036
H30274,0.4643104643104643
H30276,0.47762265153569505
H30281,0.43225164964295404
H30301,0.43802574237356845
H30313,0.21477817129991042
H30315,0.19093949528732138
H30318,0.20367646454602975
H30335,0.12217629608933958
H30339,0.09558068253720428
H30341,0.4837144837144837
H30365,0.39886846408585536
H30368,0.35632835632835635
H30370,0.3956184825750043
H30400,0.24003845742976176
H30402,0.2405315014010666
H30418,0.11116498073019813
H30447,0.40702971137753746
H30451,0.38907743255569344
H30459,0.3055188055188055
H30468,0.30304673782934655
H30474,0.23403153837936447
H30489,0.14920743181612747
H30492,0.1632961632961633
H30496,0.11863185776229257
H30501,0.0
H30511,0.44196872457742026
H30514,0.5107113802765977
H30515,0.4731921036268862
H30525,0.37067045762697937
H30528,0.3754255928168971
H30534,0.3669726278421931
H30537,0.0
H30567,0.16063372585111718
H30569,0.18708827404479578
H30570,0.13267813267813267
H30574,0.14568353698788483
H30585,0.06440660788486874
H30587,0.051243703417616464
H30594,0.49694312737791
H30612,0.4051588834197529
H30617,0.33600946644424906
H30620,0.2978396456657326
H30623,0.5391983652853218
H30625,0.28701733049559136
H30639,0.22886005494701145
H30648,0.29073159507942115
H30649,0.1857515770559249
H30650,0.14331555635903462
H30653,0.1339600470035253
H30660,0.1041391041391041
H30668,0.49157853505679594
H30669,0.478080086775739
H30675,0.5911939607591782
H30676,0.5055782447086794
H30685,0.40813084291345164
H30686,0.4171562867215041
H30688,0.3939421330725678
H30694,0.35204572161093894
H30695,0.3205169292125814
H30707,0.2859983729548947
H30736,0.13124830516134867
H30739,0.12018220713872892
H30743,0.10021392630088283
H30745,0.08974358974358977
H30751,0.5589050589050589
H30774,0.4605564822956127
H30782,0.40936345284171366
H30792,0.29093703006746485
H30802,0.24504285373850593
H30814,0.1721161721161721
H30815,0.18254131297609558
H30849,0.46606077040859656
H30850,0.4508339290947987
H30851,0.0
H30863,0.41341736993910905
H30909,0.13069363069363069
H30926,0.5104977278890322
H30932,0.43186543186543186
H30936,0.4642200729157251
H30941,0.398133006828659
H30945,0.3801012931447714
H30970,0.25081968560229434
H30996,0.14458514458514457
H31016,0.5259135693918302
H31030,0.4666250318424231
H31036,0.400214748040835
H31048,0.30809769940204723
H31056,0.3023071718723892
H31063,0.245593419506463
H31066,0.24855579203405292
H31072,0.20212063690324558
H31076,0.16418912071085986
H31079,0.14702571224310357
H31090,0.0893340893340893
H31096,0.0
H31100,0.5602869515912995
H31107,0.5232305884479798
H31146,0.3096590053111793
H31152,0.3121461382330947
H31153,0.19327323675149763
H31162,0.1937416285242372
H31173,0.12757238844195368
H31176,0.09797879363096754
H31178,0.4566874566874567
H31184,0.5165662774358426
H31191,0.46213970127013604
H31197,0.42751431881866664
H31210,0.3569063134280525
H31216,0.30528187049926175
H31219,0.2638333073115682
H31220,0.2945321423582293
H31240,0.1806348762870502
H31249,0.13416959069132983
H31256,0.6249743206264946
H31260,0.4852045721610939
H31262,0.44426411817716166
H31269,0.35238126542474363
H31303,0.23730754165536774
H31308,0.2755020146324494
H31314,0.18811818811818812
H31324,0.14195420717159848
H31341,0.42110885589146463
